文件名,参考文本,标准化参考,标准化识别,参考字数,识别字数,错误字数,字错率,音频时长(秒),处理时间(秒),识别速度(字/秒),实时率(RTF),原始结果
BAC009S0002W0206.wav,竞争 者 之间 会 相互 形成 制约 和 监督,竞争者之间会相互形成制约和监督,竞争者之间会相互形成制约和监督,15,15,0,0,6.0039375,0.0930264,161.2445506,0.015494232,<|zh|><|NEUTRAL|><|Speech|><|withitn|>竞争者之间会相互形成制约和监督。
BAC009S0002W0207.wav,这样 能够 相对 保障 产品 的 质量,这样能够相对保障产品的质量,这样能够相对保障产品的质量,13,13,0,0,3.609,0.074552059,174.3747945,0.020657262,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这样能够相对保障产品的质量。
BAC009S0002W0208.wav,从而 导致 了 对其 的 管理 和 评价 处于 缺失 的 状态,从而导致了对其的管理和评价处于缺失的状态,从而导致了对其的管理和评价处于缺失的状态,20,20,0,0,4.836,0.078599691,254.4539253,0.016253038,<|zh|><|NEUTRAL|><|Speech|><|withitn|>从而导致了对其的管理和评价处于缺失的状态。
BAC009S0002W0209.wav,央 企 无限 制 没 有 边际 的 扩张 导致 市场 竞争 的 失败,央企无限制没有边际的扩张导致市场竞争的失败,央企无限制没有边际的扩张导致市场竞争的失败,21,21,0,0,6.1840625,0.084748507,247.7919772,0.013704342,<|zh|><|NEUTRAL|><|Speech|><|withitn|>央企无限制，没有边际的扩张，导致市场竞争的失败。
BAC009S0002W0210.wav,这 不 利于 市场 化 的 相互 监督 机制 的 形成,这不利于市场化的相互监督机制的形成,这不利于市场化的相互监督机制的形成,17,17,0,0,4.4349375,0.082268715,206.6399119,0.018550141,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这不利于市场化的相互监督机制的形成。
BAC009S0002W0211.wav,如果 一 个 垄断 企业 的 所有 产品 都 是 内部 采购,如果一个垄断企业的所有产品都是内部采购,如果一个垄断企业的所有产品都是内部采购,19,19,0,0,6.844,0.09294343,204.4254232,0.013580279,<|zh|><|NEUTRAL|><|Speech|><|withitn|>如果一个垄断企业的所有产品都是内部采购。
BAC009S0002W0212.wav,这种 模式 不 能保 证所 有 采购 产品 是 市场 上 最 好 的 产品,这种模式不能保证所有采购产品是市场上最好的产品,这种模式不能保证所有采购产品是市场上最好的产品,23,23,0,0,8.2999375,0.092560053,248.4873256,0.011151898,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这种模式不能保证所有采购产品是市场上最好的产品。
BAC009S0002W0213.wav,政企 兴 分 痼疾 难消 产业 垄断 有 待 破除,政企兴分痼疾难消产业垄断有待破除,政企兴奋顾及难消产业垄断有待破除,16,16,3,0.1875,6.333,0.083751678,191.0409474,0.013224645,<|zh|><|NEUTRAL|><|Speech|><|withitn|>政企兴奋顾及难消，产业垄断有待破除。
BAC009S0002W0214.wav,政企 不 分 是一 种 痼疾,政企不分是一种痼疾,政企不分是一种痼疾,9,9,0,0,3.2359375,0.073748112,122.0370229,0.022790339,<|zh|><|NEUTRAL|><|Speech|><|withitn|>政企不分是一种痼疾。
BAC009S0002W0215.wav,但 迄今 很 难说 已经 完全 分开,但迄今很难说已经完全分开,但迄今很难说已经完全分开,12,12,0,0,4.328,0.077270031,155.2995366,0.017853519,<|zh|><|NEUTRAL|><|Speech|><|withitn|>但迄今很难说，已经完全分开。
BAC009S0002W0216.wav,尤其 在 号称 自然 垄断 行业 更 是 如此,尤其在号称自然垄断行业更是如此,尤其在号称自然垄断行业更是如此,15,15,0,0,5.036,0.084898472,176.6816254,0.016858315,<|zh|><|NEUTRAL|><|Speech|><|withitn|>尤其在号称自然垄断行业，更是如此。
BAC009S0002W0217.wav,有 的 迄今 还是 政企 合一 的 体制,有的迄今还是政企合一的体制,有的起经还是正气合一的体制,13,13,4,0.307692308,3.9039375,0.081953764,158.6260273,0.020992591,<|zh|><|NEUTRAL|><|Speech|><|withitn|>有的起经还是正气合一的体制。
BAC009S0002W0218.wav,这些 产业 部门 如今 日之 铁道 部 的 法律 地位,这些产业部门如今日之铁道部的法律地位,这些产业部门如今日之铁道部的法律地位,18,18,0,0,7.75,0.093430042,192.6575175,0.012055489,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这些产业部门如今日之铁道部的。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>法律地位。
BAC009S0002W0219.wav,著名 经济 学家 修 泽 对 经济 参考 记者 表示,著名经济学家修泽对经济参考记者表示,著名经济学家修泽对经济参考记者表示,17,17,0,0,7.897,0.103658199,164.0005336,0.013126276,<|zh|><|NEUTRAL|><|Speech|><|withitn|>著名经济学家修泽对经济参。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>考记者表示。
BAC009S0002W0220.wav,常修 泽 向 记者 提供 的 一 份 数据 显示,常修泽向记者提供的一份数据显示,常修则向记者提供的一份数据显示,15,15,1,0.066666667,5.979,0.085372448,175.7007133,0.014278717,<|zh|><|NEUTRAL|><|Speech|><|withitn|>常修则向记者提供的一份数据显示。
BAC009S0002W0221.wav,在 中国 行业 性 固定 资产 投资 中,在中国行业性固定资产投资中,在中国行业性固定资产投资中,13,13,0,0,6.53,0.089859009,144.6710817,0.013760951,<|zh|><|NEUTRAL|><|Speech|><|withitn|>在中国行业性固定。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>资产投资中。
BAC009S0002W0222.wav,铁路 运输 业 的 一亿 元,铁路运输业的一亿元,铁路运输业的亿元,9,8,1,0.111111111,3.893875,0.07603097,105.2202812,0.019525786,<|zh|><|NEUTRAL|><|Speech|><|withitn|>铁路运输业的1亿元。
BAC009S0002W0223.wav,有 一半来 自 于 国有 控股,有一半来自于国有控股,有一半来自于国有控股,10,10,0,0,3.9039375,0.085059166,117.5652252,0.021788045,<|zh|><|NEUTRAL|><|Speech|><|withitn|>有一半来自于国有控股。
BAC009S0002W0224.wav,这个 比例 也 超过 了 百分 之 八十,这个比例也超过了百分之八十,这个比例也超过了,13,8,5,0.384615385,4.2480625,0.084034443,95.19906033,0.019781828,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这个比例也超过了80%。
BAC009S0002W0225.wav,垄断 最 大 的 危害 就 是 会 让 竞争 机制 失效,垄断最大的危害就是会让竞争机制失效,垄断最大的危害就是会让竞争机制失效,17,17,0,0,6.235,0.083841085,202.7645505,0.013446846,<|zh|><|NEUTRAL|><|Speech|><|withitn|>垄断最大的危害就是会让竞争机制失效。
BAC009S0002W0226.wav,市场 机制 要 起 到 资源 配置 的 作用,市场机制要起到资源配置的作用,市场机制要起到资源配置的作用,14,14,0,0,4.7789375,0.079842329,175.3455864,0.01670713,<|zh|><|NEUTRAL|><|Speech|><|withitn|>市场机制要起到资源配置的作用。
BAC009S0002W0227.wav,会 极大 地 激发 创造 性,会极大地激发创造性,会极大地激发创造性,9,9,0,0,4.75,0.084688902,106.2713035,0.017829243,<|zh|><|NEUTRAL|><|Speech|><|withitn|>会极大地激发创造性。
BAC009S0002W0228.wav,推动 社会 生产 力 发展,推动社会生产力发展,推动社会生产力发展,9,9,0,0,3.1760625,0.073263407,122.8444103,0.023067369,<|zh|><|NEUTRAL|><|Speech|><|withitn|>推动社会生产力发展。
BAC009S0002W0229.wav,垄断 就 是 消除 和 限制 竞争 的 行为,垄断就是消除和限制竞争的行为,垄断就是消除和限制竞争的行为,14,14,0,0,4.553,0.081564665,171.6429538,0.017914488,<|zh|><|NEUTRAL|><|Speech|><|withitn|>垄断就是消除和限制竞争的行为。
BAC009S0002W0230.wav,竞争 就会 被 限制 和 消除,竞争就会被限制和消除,竞争就会被限制和消除,10,10,0,0,3.51,0.073581934,135.9029243,0.020963514,<|zh|><|NEUTRAL|><|Speech|><|withitn|>竞争就会被限制和消除。
BAC009S0002W0231.wav,市场 配置 的 功能 就会 失效,市场配置的功能就会失效,市场配置的功能就会失效,11,11,0,0,4.2480625,0.076801538,143.2262975,0.018079192,<|zh|><|NEUTRAL|><|Speech|><|withitn|>市场配置的功能就会失效。
BAC009S0002W0232.wav,整个 社会 的 效率 就会 大 打折 扣,整个社会的效率就会大打折扣,整个社会的效率就会大打折扣,13,13,0,0,4.6910625,0.077912092,166.8547158,0.016608624,<|zh|><|NEUTRAL|><|Speech|><|withitn|>整个社会的效率就会大打折扣。
BAC009S0002W0233.wav,垄断 会 导致 市场 竞争 失灵,垄断会导致市场竞争失灵,垄断会导致市场竞争失灵,11,11,0,0,3.8350625,0.075087786,146.4951975,0.019579286,<|zh|><|NEUTRAL|><|Speech|><|withitn|>垄断会导致市场竞争失灵。
BAC009S0002W0234.wav,而 破除 垄断 的 最 好 方法 就 是 引入 竞争,而破除垄断的最好方法就是引入竞争,而破除垄断的最好方法就是引入竞争,16,16,0,0,6.0279375,0.083698273,191.1628458,0.01388506,<|zh|><|NEUTRAL|><|Speech|><|withitn|>而破除垄断的最好方法就是引入竞争。
BAC009S0002W0235.wav,最 重要 的 一 点 是 要 改革,最重要的一点是要改革,最重要的一点是要改革,10,10,0,0,3.688,0.075639486,132.2060803,0.020509622,<|zh|><|NEUTRAL|><|Speech|><|withitn|>最重要的一点是要改革。
BAC009S0002W0236.wav,创造 条件 让 民营 企业 进入,创造条件让民营企业进入,创造条件让民营企业进入,11,11,0,0,3.432,0.073896646,148.856552,0.021531657,<|zh|><|NEUTRAL|><|Speech|><|withitn|>创造条件，让民营企业进入。
BAC009S0002W0237.wav,但是 有 些 行业 民营 企业 还是 很 难进 入,但是有些行业民营企业还是很难进入,但是有些行业民营企业还是很难进入,16,16,0,0,5.703,0.081704378,195.8279393,0.014326561,<|zh|><|NEUTRAL|><|Speech|><|withitn|>但是有些行业民营企业还是很难进入。
BAC009S0002W0238.wav,应用 型 的 产品 都 应该 交给 市场,应用型的产品都应该交给市场,应用型的产品都应该交给市场,13,13,0,0,4.2779375,0.07732749,168.1161515,0.018075881,<|zh|><|NEUTRAL|><|Speech|><|withitn|>应用型的产品都应该交给市场。
BAC009S0002W0239.wav,不 应该 被 央 企 垄断 起来,不应该被央企垄断起来,不应该被央企垄断起来,10,10,0,0,4.1109375,0.077068567,129.7545855,0.0187472,<|zh|><|NEUTRAL|><|Speech|><|withitn|>不应该被央企垄断起来。
BAC009S0002W0240.wav,现在 需要 对 央 企 现有 的 经营 产品 链条 进行 重新 思考,现在需要对央企现有的经营产品链条进行重新思考,现在需要对央企现有的经营产品链条进行重新思考,22,22,0,0,8.092875,0.10622859,207.1005555,0.013126187,<|zh|><|NEUTRAL|><|Speech|><|withitn|>现在需要对央企现有的经营产品链条进行。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>重新思考。
BAC009S0002W0241.wav,央 企 是 不 是 在 经营 这个 产品 的 产业 链 中 形成 垄断,央企是不是在经营这个产品的产业链中形成垄断,央企是不是在经营这个产品的产业链中形成垄断,21,21,0,0,6.166,0.099458456,211.1434345,0.016130142,<|zh|><|NEUTRAL|><|Speech|><|withitn|>央企是不是在经营这个产品的产业链中形成垄断？
BAC009S0002W0242.wav,这个 产业 链 中 是 不 是有 些 行为 应该 放 给 市场,这个产业链中是不是有些行为应该放给市场,这个产业链中是不是有些行为应该放给市场,19,19,0,0,6.2640625,0.092778444,204.788948,0.014811226,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这个产业链中是不是有些行为应该放给市场？
BAC009S0002W0243.wav,让 民营 企业 让 市场 竞争 企业 介入,让民营企业让市场竞争企业介入,让民营企业让市场竞争企业介入,14,14,0,0,4.4549375,0.077731848,180.106358,0.017448471,<|zh|><|NEUTRAL|><|Speech|><|withitn|>让民营企业让市场竞争企业介入。
BAC009S0002W0244.wav,而 不 是 单独 的 一 家来 垄断,而不是单独的一家来垄断,而不是单独的一家来垄断,11,11,0,0,3.776,0.076129675,144.4903057,0.020161461,<|zh|><|NEUTRAL|><|Speech|><|withitn|>而不是单独的一家来垄断。
BAC009S0002W0245.wav,国务院 提出 今年 要 细化 三公 经费 的 解释 说明,国务院提出今年要细化三公经费的解释说明,国务院提出今年要细化三公经费的解释说明,19,19,0,0,6.058,0.082861662,229.2978389,0.013678056,<|zh|><|NEUTRAL|><|Speech|><|withitn|>国务院提出，今年要细化三公经费的解释说明。
BAC009S0002W0246.wav,提出 推进 重点 领域 信息 公开,提出推进重点领域信息公开,提出推进重点领域信息公开,12,12,0,0,5.114,0.082632065,145.222076,0.01615801,<|zh|><|NEUTRAL|><|Speech|><|withitn|>提出推进重点领域信息公开。
BAC009S0002W0247.wav,各省 区 市政 府 要 订制 三公 经费 公开 时间 表,各省区市政府要订制三公经费公开时间表,各省区市政府要定制三公经费公开时间表,18,18,1,0.055555556,7.907,0.090041637,199.9075152,0.011387585,<|zh|><|NEUTRAL|><|Speech|><|withitn|>各省区市政府要定制三公经费公开时间表。
BAC009S0002W0248.wav,争取 在 两年 左右 的 时间 内,争取在两年左右的时间内,争取在两年左右的时间内,11,11,0,0,3.7469375,0.081252337,135.3807222,0.021684999,<|zh|><|NEUTRAL|><|Speech|><|withitn|>争取在两年左右的时间内。
BAC009S0002W0249.wav,实现 省级 政府 全面 公开 三公 经费,实现省级政府全面公开三公经费,实现省级政府全面公开三公经费,14,14,0,0,6.2249375,0.088733435,157.775928,0.01425451,<|zh|><|NEUTRAL|><|Speech|><|withitn|>实现省级政府。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>全面公开三公经费。
BAC009S0002W0250.wav,推进 中央 部门 公开 行政 费,推进中央部门公开行政费,推进中央部门公开行政费,11,11,0,0,4.652,0.07862401,139.906372,0.01690112,<|zh|><|NEUTRAL|><|Speech|><|withitn|>推进中央部门公开行政费。
BAC009S0002W0251.wav,此项 工作 由 财政 部 牵头 落实,此项工作由财政部牵头落实,此项工作由财政部牵头落实,12,12,0,0,5.173,0.081049204,148.0582094,0.015667737,<|zh|><|NEUTRAL|><|Speech|><|withitn|>此项工作由财政部牵头落实。
BAC009S0002W0252.wav,相对 于 繁杂 的 部门 预算 来说,相对于繁杂的部门预算来说,相对于繁杂的部门预算来说,12,12,0,0,4.4450625,0.083262682,144.1221892,0.018731499,<|zh|><|NEUTRAL|><|Speech|><|withitn|>相对于繁杂的部门预算来说。
BAC009S0002W0255.wav,苹果 公司 的 中国 代工 厂 和硕 联,苹果公司的中国代工厂和硕联,苹果公司的中国代工厂和硕联,13,13,0,0,6.579,0.090879679,143.0462803,0.013813601,<|zh|><|NEUTRAL|><|Speech|><|withitn|>苹果公司的。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>中国代工厂和硕联。
BAC009S0002W0257.wav,该 展会 计划 于 五月 二十五 到 二十七 日 在 中国 上海 举行,该展会计划于五月二十五到二十七日在中国上海举行,该展会计划于月到日在中国上海举行,23,16,7,0.304347826,7.8869375,0.089565277,178.6406576,0.011356154,<|zh|><|NEUTRAL|><|Speech|><|withitn|>该展会计划于5月25到27日在中国上海举行。
BAC009S0002W0258.wav,将 汇聚 近 一百 位 行业 高管,将汇聚近一百位行业高管,将汇局近位行业高管,11,9,3,0.272727273,5.301,0.082883835,108.5857094,0.015635509,<|zh|><|NEUTRAL|><|Speech|><|withitn|>将汇局近100位行业高管。
BAC009S0002W0259.wav,并举 办 为期 三天 的 会议,并举办为期三天的会议,并举办为期三天的会议,10,10,0,0,3.344,0.073081255,136.833994,0.021854442,<|zh|><|NEUTRAL|><|Speech|><|withitn|>并举办为期三天的会议。
BAC009S0002W0261.wav,从 最 新机 器 人 到 物 联网 娱乐 可 穿戴 设备 等,从最新机器人到物联网娱乐可穿戴设备等,从最新机器人到物联网娱乐可穿戴设备等,18,18,0,0,6.1069375,0.085745335,209.9239577,0.014040644,<|zh|><|NEUTRAL|><|Speech|><|withitn|>从最新机器人到物联网、娱乐可穿戴设备等。
BAC009S0002W0262.wav,听取 部分 最 具 创新 思维 的人 士 提供 的 深刻 见解,听取部分最具创新思维的人士提供的深刻见解,听取部分最具创新思维的人士提供的深刻见解,20,20,0,0,6.7850625,0.085087538,235.0520479,0.012540421,<|zh|><|NEUTRAL|><|Speech|><|withitn|>听取部分最具创新思维的人士提供的深刻见解。
BAC009S0002W0263.wav,从而 推动 我们 全球 行业 的 发展,从而推动我们全球行业的发展,从而推动我们全球行业的发展,13,13,0,0,4.0909375,0.079523563,163.4735599,0.019438958,<|zh|><|NEUTRAL|><|Speech|><|withitn|>从而推动我们全球行业的发展。
BAC009S0002W0264.wav,大会 会议 具体 包括,大会会议具体包括,大会会议具体包括,8,8,0,0,2.5919375,0.071131945,112.4670503,0.027443542,<|zh|><|NEUTRAL|><|Speech|><|withitn|>大会会议具体包括。
BAC009S0002W0265.wav,中美 消费 科技 市场 的 展望,中美消费科技市场的展望,中美消费科技市场的展望,11,11,0,0,3.214,0.072531462,151.6583251,0.02256735,<|zh|><|NEUTRAL|><|Speech|><|withitn|>中美消费科技市场的展望。
BAC009S0002W0266.wav,五月 二十五 日 周一,五月二十五日周一,月日周一,8,4,4,0.5,2.9920625,0.074353218,53.797268,0.024850155,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5月25日，周一。
BAC009S0002W0267.wav,嘉里 大酒 店 三楼 上海 宴会 厅 一,嘉里大酒店三楼上海宴会厅一,嘉里大酒店三楼上海宴会厅一,13,13,0,0,4.668,0.079792023,162.923555,0.017093407,<|zh|><|NEUTRAL|><|Speech|><|withitn|>嘉里大酒店三楼上海宴会厅一。
BAC009S0002W0268.wav,详细 了解 中美 两大 市场 的 主要 推动 因素 和 促成 因素,详细了解中美两大市场的主要推动因素和促成因素,详细了解中美两大市场的主要推动因素和促成因素,22,22,0,0,5.8469375,0.089570522,245.6165202,0.01531922,<|zh|><|NEUTRAL|><|Speech|><|withitn|>详细了解中美两大市场的主要推动因素和促成因素。
BAC009S0002W0269.wav,以及 塑造 并 定义 未来 增长 途径 的 发展,以及塑造并定义未来增长途径的发展,以及苏州并定义未来增长途径的发展,16,16,2,0.125,5.8470625,0.090999126,175.8258637,0.015563221,<|zh|><|NEUTRAL|><|Speech|><|withitn|>以及苏州。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>并定义未来增长途径的发展。
BAC009S0002W0270.wav,演讲 者,演讲者,演讲者,3,3,0,0,1.7170625,0.068217993,43.9766677,0.039729476,<|zh|><|NEUTRAL|><|Speech|><|withitn|>演讲者。
BAC009S0002W0271.wav,总经 济 师 高级 研究 总监,总经济师高级研究总监,总经济是高级研究总监,10,10,1,0.1,4.9620625,0.078929424,126.6954636,0.015906576,<|zh|><|NEUTRAL|><|Speech|><|withitn|>总经济是高级研究总监。
BAC009S0002W0272.wav,周 群,周群,周群,2,2,0,0,1.344,0.067016125,29.84356389,0.049863188,<|zh|><|NEUTRAL|><|Speech|><|withitn|>周群。
BAC009S0002W0273.wav,捷 孚 凯 市场 咨询 中国 有限 公司,捷孚凯市场咨询中国有限公司,捷福凯市场咨询中国有限公司,13,13,1,0.076923077,4.478,0.081266642,159.9672355,0.018147977,<|zh|><|NEUTRAL|><|Speech|><|withitn|>捷福凯市场咨询中国有限公司。
BAC009S0002W0274.wav,亚洲 传媒 的 未来 与 黎 瑞刚 的 炉边 谈话,亚洲传媒的未来与黎瑞刚的炉边谈话,亚洲传媒的未来与黎瑞刚的卢边谈话,16,16,1,0.0625,7.1219375,0.091513872,174.8368813,0.012849575,<|zh|><|NEUTRAL|><|Speech|><|withitn|>亚洲传媒的未来与黎瑞刚的卢边谈话。
BAC009S0002W0275.wav,五月 二十五 日 周一,五月二十五日周一,月日周一,8,4,4,0.5,2.729,0.073490858,54.42853852,0.026929593,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5月25日，周一。
BAC009S0002W0276.wav,嘉里 大酒 店 三楼 多 功能 厅 三,嘉里大酒店三楼多功能厅三,嘉里大酒店三楼多功能厅,12,11,1,0.083333333,4.615,0.078529119,140.0754277,0.017016061,<|zh|><|NEUTRAL|><|Speech|><|withitn|>嘉里大酒店三楼多功能厅。3。
BAC009S0002W0277.wav,科技 在 电影 电视 和数 字 制作 领域 的 影响 力,科技在电影电视和数字制作领域的影响力,科技在电影电视和数字制作领域的影响力,18,18,0,0,6.069,0.087493658,205.7291968,0.014416487,<|zh|><|NEUTRAL|><|Speech|><|withitn|>科技在电影电视和数字制作领域的影响力。
BAC009S0002W0278.wav,以及 对其 内容 分发 营销 和 货币 化 的 影响,以及对其内容分发营销和货币化的影响,以及对其内容分发营销和货币化的影响,17,17,0,0,6.373875,0.086145639,197.3402266,0.013515427,<|zh|><|NEUTRAL|><|Speech|><|withitn|>以及对其内容分发营销和货币化的影响。
BAC009S0002W0279.wav,主持 人,主持人,主持人,3,3,0,0,1.6750625,0.068525791,43.77913701,0.040909394,<|zh|><|NEUTRAL|><|Speech|><|withitn|>主持人。
BAC009S0002W0280.wav,华为 手机,华为手机,华为手机,4,4,0,0,1.875,0.069169998,57.82853991,0.036890666,<|zh|><|NEUTRAL|><|Speech|><|withitn|>华为手机。
BAC009S0002W0281.wav,华人 文化 产业 投资 基金,华人文化产业投资基金,华人文化产业投资基金,10,10,0,0,3.4980625,0.07740283,129.1942424,0.022127343,<|zh|><|NEUTRAL|><|Speech|><|withitn|>华人文化产业投资基金。
BAC009S0002W0282.wav,五月 二十五 日 周一,五月二十五日周一,月日周一,8,4,4,0.5,2.4859375,0.071867466,55.65800805,0.028909603,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5月25日，周一。
BAC009S0002W0283.wav,嘉里 大酒 店 三楼 浦东 宴会 厅 三,嘉里大酒店三楼浦东宴会厅三,嘉里大酒店三楼浦东宴会厅三,13,13,0,0,4.246,0.078492165,165.6216269,0.018486143,<|zh|><|NEUTRAL|><|Speech|><|withitn|>嘉里大酒店三楼浦东宴会厅三。
BAC009S0002W0284.wav,专家 们 讨论 物 联网 产品 的 影响,专家们讨论物联网产品的影响,专家们讨论物联网产品的影响,13,13,0,0,4.3099375,0.077605724,167.5134162,0.01800623,<|zh|><|NEUTRAL|><|Speech|><|withitn|>专家们讨论物联网产品的影响。
BAC009S0002W0285.wav,包括 哪些 应用 领域 将获 得 广泛 普及 发生 最 大变 化,包括哪些应用领域将获得广泛普及发生最大变化,包括哪些应用领域将获得广泛普及发生最大变化,21,21,0,0,6.501,0.084469318,248.6109797,0.012993281,<|zh|><|NEUTRAL|><|Speech|><|withitn|>包括哪些应用领域将获得广泛普及、发生最大变化？
BAC009S0002W0286.wav,主持 人 周,主持人周,主持人周,4,4,0,0,2.0760625,0.072068691,55.50260356,0.034714124,<|zh|><|NEUTRAL|><|Speech|><|withitn|>主持人周。
BAC009S0002W0287.wav,演讲 者,演讲者,演讲者,3,3,0,0,1.5490625,0.06734252,44.54837762,0.043473081,<|zh|><|NEUTRAL|><|Speech|><|withitn|>演讲者。
BAC009S0002W0288.wav,爱特 梅尔,爱特梅尔,艾特梅尔,4,4,1,0.25,1.6229375,0.067754269,59.03687074,0.041747922,<|zh|><|NEUTRAL|><|Speech|><|withitn|>艾特梅尔。
BAC009S0002W0289.wav,亚太 高科 技 与 电子 产业 主管,亚太高科技与电子产业主管,亚太高科技与电子产业主管,12,12,0,0,4.151,0.076673269,156.5082605,0.018471036,<|zh|><|NEUTRAL|><|Speech|><|withitn|>亚太高科技与电子产业主管。
BAC009S0002W0290.wav,埃森哲,埃森哲,艾森哲,3,3,1,0.333333333,1.812,0.071693659,41.84470494,0.039566037,<|zh|><|NEUTRAL|><|Speech|><|withitn|>艾森哲。
BAC009S0002W0291.wav,张 程,张程,,2,0,2,1,1.5490625,0.070611954,0,0.04558367,<|zh|><|NEUTRAL|><|Speech|><|withitn|>Zhangchen。
BAC009S0002W0292.wav,首席 执行 官 兼 联合 创始 人,首席执行官兼联合创始人,首席执行官将联合创始人,11,11,1,0.090909091,4.193,0.076827526,143.1778499,0.018322806,<|zh|><|NEUTRAL|><|Speech|><|withitn|>首席执行官将联合创始人。
BAC009S0002W0293.wav,迈 外 迪 网络 科技 有限 公司,迈外迪网络科技有限公司,麦外迪网络科技有限公司,11,11,1,0.090909091,3.994,0.07808733,140.8679234,0.019551159,<|zh|><|NEUTRAL|><|Speech|><|withitn|>麦外迪网络科技有限公司。
BAC009S0002W0294.wav,五月 二十六 日 周二,五月二十六日周二,月日周二,8,4,4,0.5,2.792,0.07359767,54.34954696,0.026360197,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5月26日，周二。
BAC009S0002W0295.wav,嘉里 大酒 店 三楼 浦东 宴会 厅 五,嘉里大酒店三楼浦东宴会厅五,嘉里大酒店三楼浦东宴会厅舞,13,13,1,0.076923077,4.4459375,0.081623316,159.2682173,0.018359079,<|zh|><|NEUTRAL|><|Speech|><|withitn|>嘉里大酒店三楼浦东宴会厅舞。
